source_file,chart_type,group,outcome,value,error_bar_value,baseline_value,unit,confidence,review_status,notes
chart_00000.png,bar,Group,,495.3837368731905,,652.9533442808541,,0.9771988391876221,auto,
chart_00000.png,bar,Group 2,,368.2783431490243,,652.9533442808541,,0.9387279152870178,auto,
